,(basal) dendrite,apical dendrite,axon,dataset,hemisphere_id,soma,structure_id
85,,1299.654808716442,54971.554655712476,236174_03029_03128_X13178_Y25409_QCed.swc,2,,648
86,,,10451.067957172403,236174_03029_03128_X13178_Y25409_QCed.swc,2,,844
87,,,2433.281761898975,236174_03029_03128_X13178_Y25409_QCed.swc,2,,320
88,,1299.654808716442,105428.49600988126,236174_03029_03128_X13178_Y25409_QCed.swc,2,,985
89,,1299.654808716442,157086.84671068983,236174_03029_03128_X13178_Y25409_QCed.swc,2,,500
90,,,9135.430161482678,236174_03029_03128_X13178_Y25409_QCed.swc,2,,180
91,,,5650.714963007666,236174_03029_03128_X13178_Y25409_QCed.swc,2,,148
92,,,3993.5221582127188,236174_03029_03128_X13178_Y25409_QCed.swc,2,,36
93,,,4902.901899632405,236174_03029_03128_X13178_Y25409_QCed.swc,2,,187
94,,,23682.56918233547,236174_03029_03128_X13178_Y25409_QCed.swc,2,,1057
95,13977.250304253794,14581.283109653028,380318.23306224,236174_03029_03128_X13178_Y25409_QCed.swc,2,4.1887902047863905,315
96,13977.250304253794,14581.283109653028,380318.23306224,236174_03029_03128_X13178_Y25409_QCed.swc,2,4.1887902047863905,695
97,13977.250304253794,14581.283109653028,399761.22472769045,236174_03029_03128_X13178_Y25409_QCed.swc,2,4.1887902047863905,688
98,,,941.2354632315249,236174_03029_03128_X13178_Y25409_QCed.swc,2,,544
99,,,941.2354632315249,236174_03029_03128_X13178_Y25409_QCed.swc,2,,536
100,,,941.2354632315249,236174_03029_03128_X13178_Y25409_QCed.swc,2,,278
101,,,11594.916309639686,236174_03029_03128_X13178_Y25409_QCed.swc,2,,672
102,,,11594.916309639686,236174_03029_03128_X13178_Y25409_QCed.swc,2,,485
103,,,13171.689430318105,236174_03029_03128_X13178_Y25409_QCed.swc,2,,477
104,,,13171.689430318105,236174_03029_03128_X13178_Y25409_QCed.swc,2,,623
105,13977.250304253794,14581.283109653028,412932.9141580086,236174_03029_03128_X13178_Y25409_QCed.swc,2,4.1887902047863905,567
106,13977.250304253794,14581.283109653028,412932.9141580086,236174_03029_03128_X13178_Y25409_QCed.swc,2,4.1887902047863905,8
107,,,4356.364373049361,236174_03029_03128_X13178_Y25409_QCed.swc,2,,579
108,,,12929.476352187918,236174_03029_03128_X13178_Y25409_QCed.swc,2,,956
109,,,4763.342734866757,236174_03029_03128_X13178_Y25409_QCed.swc,2,,1108
110,,,17692.819087054675,236174_03029_03128_X13178_Y25409_QCed.swc,2,,776
111,,,17692.819087054675,236174_03029_03128_X13178_Y25409_QCed.swc,2,,983
112,,,510.2511110584316,236174_03029_03128_X13178_Y25409_QCed.swc,2,,484682512
113,,,178.98718095258124,236174_03029_03128_X13178_Y25409_QCed.swc,2,,940
114,,,178.98718095258124,236174_03029_03128_X13178_Y25409_QCed.swc,2,,768
115,,,178.98718095258124,236174_03029_03128_X13178_Y25409_QCed.swc,2,,991
116,,,18382.05737906569,236174_03029_03128_X13178_Y25409_QCed.swc,2,,1009
117,13977.250304253794,14581.283109653028,431314.97153707425,236174_03029_03128_X13178_Y25409_QCed.swc,2,4.1887902047863905,997
